002386,20101110,0
002386,20121204,1
002386,20130520,0
002386,20130628,1
002386,20150615,0
002386,20150708,1
002386,20150714,0
002386,20150915,1
002386,20151207,0
002386,20160127,1
002386,20161118,0
002167,20080320,0
002167,20081107,1
002167,20090814,0
002167,20090902,1
002167,20100412,0
002167,20100602,1
002167,20101221,0
002167,20110330,1
002167,20110815,0
002167,20120106,1
002167,20120502,0
002167,20130625,1
002167,20150605,0
002167,20150707,1
002167,20150727,0
002167,20150902,1
002167,20151230,0
002167,20160129,1
000627,19990427,1
000627,20020321,0
000627,20031107,1
000627,20040223,0
000627,20050719,1
000627,20060724,0
000627,20061113,1
000627,20070528,0
000627,20070705,1
000627,20080117,0
000627,20080422,1
000627,20080515,0
000627,20081028,1
000627,20090804,0
000627,20090902,1
000627,20100408,0
000627,20100702,1
000627,20101111,0
000627,20140110,1
000627,20150608,0
000627,20150707,1
000627,20150818,0
000627,20150902,1
000627,20151030,0
300233,20120424,1
300233,20121018,0
300233,20121204,1
300233,20150602,0
300233,20150708,1
300233,20150724,0
300233,20150902,1
300233,20151125,0
300233,20160308,1
000510,19961210,0
000510,19961225,1
000510,19970513,0
000510,19970923,1
000510,19980522,0
000510,19980831,1
000510,19981027,0
000510,19990208,1
000510,19990630,0
000510,19991021,1
000510,20010816,0
000510,20030930,1
000510,20040227,0
000510,20050718,1
000510,20070528,0
000510,20070605,1
000510,20070621,0
000510,20070706,1
000510,20070831,0
000510,20081104,1
000510,20090804,0
000510,20090902,1
000510,20100120,0
000510,20100702,1
000510,20101110,0
000510,20120105,1
000510,20120314,0
000510,20120731,1
000510,20130306,0
000510,20130625,1
000510,20140324,0
000510,20140428,1
000510,20140818,0
000510,20141229,1
000510,20150702,0
000510,20150709,1
000510,20150828,0
000510,20160114,1
000510,20161111,0
002404,20120106,1
002404,20120425,0
002404,20130625,1
002404,20141201,0
002404,20150112,1
002404,20150605,0
002404,20150902,1
002404,20151218,0
002404,20160229,1
600280,20031106,1
600280,20040223,0
600280,20041029,1
600280,20041130,0
600280,20041216,1
600280,20050225,0
600280,20050331,1
600280,20050726,0
600280,20051219,1
600280,20060601,0
600280,20061113,1
600280,20070528,0
600280,20070605,1
600280,20070619,0
600280,20070705,1
600280,20080117,0
600280,20081031,1
600280,20081118,0
600280,20081126,1
600280,20090225,0
600280,20090303,1
600280,20090811,0
600280,20090819,1
600280,20100422,0
600280,20100705,1
600280,20100917,0
600280,20110210,1
600280,20130531,0
