000586,20170109,0
000586,20170110,0
000586,20161223,0
000586,20161114,0
000586,20161227,0
000586,20161228,0
000586,20170111,0
000586,20170112,0
000586,20170113,0
000586,20161229,0
000586,20161230,0
000586,20161214,0
000586,20161215,0
000586,20161216,0
000586,20161213,0
000586,20161219,0
000586,20161212,0
000586,20161220,0
000586,20161205,0
000586,20161206,0
000586,20161207,0
000586,20170105,0
000586,20010921,0
000586,20010924,0
000586,20010925,0
000586,20010926,0
000586,20010927,0
000586,20010928,0
000586,20011008,0
000586,20011009,0
000586,20011010,0
000586,20011011,0
000586,20011012,0
000586,20011015,0
000586,20011016,0
000586,20011017,0
000586,20011018,0
000586,20011019,0
000586,20011022,0
000586,20011023,0
000586,20011024,0
000586,20011025,0
000586,20011026,0
000586,20011029,0
000586,20011030,0
000586,20011031,0
000586,20011101,0
000586,20011102,0
000586,20011105,0
000586,20011106,0
000586,20011107,0
000586,20011108,0
000586,20011109,0
000586,20011112,0
000586,20011113,0
000586,20011114,0
000586,20011115,0
000586,20011116,0
000586,20011119,0
000586,20040219,0
000586,20040220,0
000586,20040223,0
000586,20040225,0
000586,20040226,0
000586,20040227,0
000586,20040301,0
000586,20040302,0
000586,20040303,0
000586,20040304,0
000586,20040305,0
000586,20040308,0
000586,20040309,0
000586,20040310,0
000586,20040311,0
000586,20040312,0
000586,20040315,0
000586,20040316,0
000586,20040317,0
000586,20040318,0
000586,20040322,0
000586,20040323,0
000586,20040324,0
000586,20040325,0
000586,20040326,0
000586,20040329,0
000586,20040330,0
000586,20040331,0
000586,20040401,0
000586,20040402,0
000586,20040405,0
000586,20040406,0
000586,20040407,0
000586,20040408,0
000586,20040409,0
000586,20040412,0
000586,20040413,0
000586,20060821,0
000586,20060822,0
000586,20060823,0
000586,20060824,0
000586,20060825,0
000586,20060828,0
000586,20060829,0
000586,20060830,0
000586,20060831,0
000586,20060901,0
000586,20060904,0
000586,20060905,0
000586,20060906,0
000586,20060907,0
000586,20060908,0
000586,20060911,0
000586,20060912,0
000586,20060913,0
000586,20060914,0
